,Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality
1846,3936,6.2,0.25,0.38,7.9,45.0,54.0,208.0,0.99572,3.17,0.46,9.1,0
1847,3733,6.4,0.17,0.27,9.9,47.0,26.0,101.0,0.99596,3.34,0.5,9.9,1
1848,2390,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1
1849,1316,5.1,0.33,0.22,1.6,27.0,18.0,89.0,0.9893,3.51,0.38,12.5,1
1851,2229,7.4,0.33,0.26,15.6,49.0,67.0,210.0,0.99907,3.06,0.68,9.5,0
1852,3942,7.3,0.24,0.41,13.6,0.05,41.0,178.0,0.9988,3.37,0.43,9.7,0
1853,2433,6.5,0.39,0.23,5.4,51.0,25.0,149.0,0.9934,3.24,0.35,10.0,0
1854,3215,7.1,0.17,0.4,14.55,47.0,47.0,156.0,0.99945,3.34,0.78,9.1,1
1855,1263,5.5,0.485,0.0,1.5,65.0,8.0,103.0,0.994,3.63,0.4,9.7,0
1856,1455,7.6,0.2,0.3,14.2,56.0,53.0,212.5,0.999,3.14,0.46,8.9,1
1857,2724,6.4,0.43,0.27,1.1,54.0,5.0,110.0,0.9939,3.24,0.52,9.1,0
1858,1911,7.4,0.24,0.42,14.0,66.0,48.0,198.0,0.9979,2.89,0.42,8.9,1
1859,2343,5.8,0.12,0.21,1.3,56.0,35.0,121.0,0.9908,3.32,0.33,11.4,1
1860,1103,6.7,0.19,0.23,6.2,47.0,36.0,117.0,0.9945,3.34,0.43,9.6,1
1861,2484,7.5,0.21,0.68,10.9,45.0,38.0,133.0,0.9978,3.0,0.36,8.7,0
1862,72,6.3,0.33,0.42,17.2,37.0,57.0,170.0,0.99884,3.26,0.57,9.4,1
1863,1050,6.3,0.3,0.2,3.7,39.0,34.0,132.0,0.99158,3.0,0.38,10.7,0
1864,1909,6.6,0.22,0.23,17.3,47.0,37.0,118.0,0.99906,3.08,0.46,8.8,1
1865,1249,6.7,0.19,0.34,1.0,22.0,22.0,94.0,0.9912,3.23,0.57,11.1,1
1866,596,6.6,0.26,0.52,8.2,47.0,52.0,191.0,0.99541,3.16,0.47,9.5,1
1867,497,6.5,0.52,0.17,1.4,47.0,5.0,26.0,0.9932,3.26,0.32,10.0,0
1868,3431,7.2,0.22,0.35,5.5,54.0,37.0,183.0,0.99474,3.08,0.5,10.3,0
1869,1833,7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,1
1870,1172,6.3,0.4,0.24,5.1,36.0,43.0,131.0,0.99186,3.24,0.44,11.3,1
1871,4100,6.6,0.26,0.46,7.8,47.0,48.0,186.0,0.9958,3.2,0.54,9.1,0
1872,4216,7.9,0.25,0.35,6.7,39.0,22.0,64.0,0.99362,2.93,0.49,10.7,0
1873,1492,7.3,0.24,0.39,17.95,57.0,45.0,149.0,0.9999,3.21,0.36,8.6,0
1874,2355,6.7,0.13,0.57,6.6,56.0,60.0,150.0,0.99548,2.96,0.43,9.4,1
1875,4385,6.4,0.44,0.44,14.4,48.0,29.0,228.0,0.99955,3.26,0.54,8.8,1
1876,1894,7.4,0.29,0.48,12.8,37.0,61.5,182.0,0.99808,3.02,0.34,8.8,0
1877,1134,7.2,0.16,0.26,7.1,54.0,41.0,224.0,0.9966,3.38,0.55,10.1,0
1878,3173,7.2,0.13,0.46,1.3,44.0,48.0,111.0,0.99127,2.97,0.45,11.1,0
1879,3551,6.9,0.33,0.26,5.0,27.0,46.0,143.0,0.9924,3.25,0.43,11.2,1
1880,3388,6.2,0.28,0.22,7.3,41.0,26.0,157.0,0.9957,3.44,0.64,9.8,1
1881,489,6.1,0.22,0.5,6.6,45.0,30.0,122.0,0.99415,3.22,0.49,9.9,1
1882,2449,7.4,0.22,0.26,1.2,35.0,18.0,97.0,0.99245,3.12,0.41,9.7,1
1883,949,7.8,0.49,0.49,7.0,43.0,29.0,149.0,0.9952,3.21,0.33,10.0,0
1884,3779,6.7,0.12,0.3,5.2,48.0,38.0,113.0,0.99352,3.33,0.44,10.1,1
1885,223,5.8,0.15,0.32,1.2,37.0,14.0,119.0,0.99137,3.19,0.5,10.2,1
1886,3635,7.3,0.28,0.35,1.6,54.0,31.0,148.0,0.99178,3.18,0.47,10.7,0
1887,4195,6.4,0.31,0.31,12.9,45.0,55.0,161.0,0.99546,3.02,0.59,10.2,0
1888,2362,6.6,0.36,0.21,1.5,49.0,39.0,184.0,0.9928,3.18,0.41,9.9,1
1889,4306,6.8,0.22,0.49,0.9,52.0,26.0,128.0,0.991,3.25,0.35,11.4,1
1890,2425,8.0,0.25,0.35,1.1,54.0,13.0,136.0,0.99366,3.08,0.55,9.5,0
1891,961,6.7,0.31,0.08,1.3,38.0,58.0,147.0,0.9922,3.18,0.46,10.0,0
1892,1030,6.4,0.29,0.2,15.6,0.04,20.0,142.0,0.9962,3.1,0.54,10.6,0
1893,4000,6.3,0.33,0.2,5.8,0.04,24.0,144.0,0.99425,3.15,0.63,9.9,0
1894,3438,7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.9914,3.24,0.4,12.2,1
1895,606,6.8,0.17,0.32,1.4,0.04,35.0,106.0,0.99026,3.16,0.66,12.0,0
1896,2227,6.7,0.47,0.34,8.9,43.0,31.0,172.0,0.9964,3.22,0.6,9.2,0
1897,1164,6.1,0.28,0.35,12.8,48.0,63.0,229.0,0.9975,3.08,0.4,8.9,0
1898,2037,6.9,0.26,0.27,4.2,31.0,20.0,80.0,0.99089,3.12,0.39,11.5,1
1899,2401,7.7,0.44,0.24,11.2,31.0,41.0,167.0,0.9948,3.12,0.43,11.3,1
1900,2800,5.8,0.33,0.2,16.05,47.0,26.0,166.0,0.9976,3.09,0.46,8.9,0
1901,992,7.3,0.28,0.54,12.9,49.0,62.0,152.0,0.9984,3.06,0.45,9.1,1
1902,1580,8.2,0.29,0.49,1.0,44.0,29.0,118.0,0.9928,3.24,0.36,10.9,0
1903,275,7.6,0.37,0.34,3.2,28.0,42.0,162.0,0.9903,3.01,0.33,12.4,1
1904,371,6.6,0.25,0.36,8.1,45.0,54.0,180.0,0.9958,3.08,0.42,9.2,0
1905,392,5.7,0.21,0.24,2.3,47.0,60.0,189.0,0.995,3.65,0.72,10.1,1
1906,504,7.3,0.33,0.4,6.85,38.0,32.0,138.0,0.992,3.03,0.3,11.9,1
1907,62,6.0,0.37,0.32,1.0,53.0,31.0,218.5,0.9924,3.29,0.72,9.8,1
1908,727,7.2,0.31,0.35,7.2,46.0,45.0,178.0,0.9955,3.14,0.53,9.7,0
1909,3607,6.4,0.23,0.35,10.3,42.0,54.0,140.0,0.9967,3.23,0.47,9.2,0
1910,4043,5.8,0.28,0.3,3.9,26.0,36.0,105.0,0.98963,3.26,0.58,12.75,1
1911,624,7.5,0.32,0.49,1.7,31.0,44.0,109.0,0.9906,3.07,0.46,12.5,1
1912,465,6.3,0.21,0.29,11.7,48.0,49.0,147.0,0.99482,3.22,0.38,10.8,0
1913,3862,6.0,0.26,0.5,2.2,48.0,59.0,153.0,0.9928,3.08,0.61,9.8,0
1914,1602,7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.998,3.3,0.79,9.6,1
1915,343,8.4,0.3,0.25,17.75,47.0,25.0,218.0,1.00016,2.98,0.66,9.1,0
1916,1934,6.8,0.26,0.34,15.1,0.06,42.0,162.0,0.99705,3.24,0.52,10.5,0
1917,3133,7.4,0.16,0.49,1.2,55.0,18.0,150.0,0.9917,3.23,0.47,11.2,1
1918,3630,6.0,0.3,0.33,2.1,42.0,31.0,127.0,0.98964,3.32,0.42,12.5,1
1919,2625,4.7,0.145,0.29,1.0,42.0,35.0,90.0,0.9908,3.76,0.49,11.3,1
1920,2909,7.5,0.21,0.68,10.9,45.0,38.0,133.0,0.9978,3.0,0.36,8.7,0
1921,2718,7.1,0.26,0.34,14.4,67.0,35.0,189.0,0.9986,3.07,0.53,9.1,1
1922,3077,7.5,0.19,0.34,2.6,37.0,33.0,125.0,0.9923,3.1,0.49,11.1,1
1923,2133,7.2,0.28,0.26,12.5,46.0,48.0,179.0,0.9975,3.1,0.52,9.0,1
1924,1906,7.1,0.3,0.49,1.6,45.0,31.0,100.0,0.9942,3.4,0.59,10.2,0
1925,1190,7.6,0.27,0.33,2.0,59.0,19.0,175.0,0.9944,3.22,0.56,9.9,0
1926,1874,5.8,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,3.29,0.52,10.5,0
1927,405,6.5,0.18,0.26,1.4,41.0,40.0,141.0,0.9941,3.34,0.72,9.5,1
1928,4433,7.4,0.29,0.29,1.6,45.0,53.0,180.0,0.9936,3.34,0.68,10.5,1
1929,3287,6.8,0.3,0.33,12.8,41.0,60.0,168.0,0.99659,3.1,0.56,9.8,0
1930,4223,7.1,0.44,0.27,8.4,57.0,60.0,160.0,0.99257,3.16,0.36,11.8,1
1931,4597,6.6,0.18,0.26,17.3,51.0,17.0,149.0,0.9984,3.0,0.43,9.4,1
1932,2770,5.3,0.2,0.31,3.6,36.0,22.0,91.0,0.99278,3.41,0.5,9.8,1
1933,2873,6.4,0.3,0.16,7.5,0.05,55.0,191.0,0.9959,3.17,0.49,9.0,0
1934,1298,5.9,0.24,0.34,2.0,37.0,40.0,108.0,0.98948,3.19,0.5,12.3,1
1935,2032,5.8,0.15,0.49,1.1,48.0,21.0,98.0,0.9929,3.19,0.48,9.2,0
1936,1729,6.9,0.46,0.2,0.9,54.0,5.0,126.0,0.992,3.1,0.42,10.4,1
1937,2209,8.2,0.22,0.49,9.6,37.0,53.0,154.0,0.9951,3.02,0.33,10.6,1
1938,1446,6.7,0.3,0.29,2.8,25.0,37.0,107.0,0.99159,3.31,0.63,11.3,1
1939,1156,6.6,0.42,0.33,2.8,34.0,15.0,85.0,0.99,3.28,0.51,13.4,1
1940,4130,8.4,0.18,0.42,5.1,36.0,7.0,77.0,0.9939,3.16,0.52,11.7,0
1941,164,6.9,0.19,0.28,3.0,54.0,33.0,99.0,0.9924,3.16,0.4,10.8,1
1942,1657,6.1,0.55,0.15,9.8,31.0,19.0,125.0,0.9957,3.36,0.47,10.2,1
1943,3250,8.1,0.28,0.34,1.3,35.0,11.0,126.0,0.99232,3.14,0.5,9.8,1
1944,4337,5.9,0.2,0.4,1.3,47.0,23.0,92.0,0.99232,3.2,0.45,10.0,1
1945,4351,7.0,0.15,0.28,14.7,51.0,29.0,149.0,0.99792,2.96,0.39,9.0,1
1946,4080,6.4,0.14,0.28,7.9,57.0,21.0,82.0,0.99425,3.26,0.36,10.0,1
1947,4008,6.7,0.48,0.32,1.4,21.0,22.0,121.0,0.9889,3.15,0.53,12.7,1
1948,2129,7.0,0.26,0.46,15.55,37.0,61.0,171.0,0.9986,2.94,0.35,8.8,1
1949,2665,7.3,0.25,0.42,14.2,41.0,57.0,182.0,0.9996,3.29,0.75,9.1,1
1950,1375,6.6,0.26,0.28,9.4,28.0,13.0,121.0,0.99254,3.17,0.34,12.1,1
1951,2814,6.9,0.17,0.22,4.6,64.0,55.0,152.0,0.9952,3.29,0.37,9.3,1
1952,2602,6.3,0.22,0.34,1.2,36.0,32.0,96.0,0.98961,3.06,0.74,11.6,1
1953,2845,9.6,0.29,0.46,1.45,39.0,77.5,223.0,0.9944,2.92,0.46,9.5,1
1954,4176,6.9,0.19,0.49,6.6,36.0,49.0,172.0,0.9932,3.2,0.27,11.5,1
1955,77,7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,1
1956,3320,8.1,0.2,0.3,1.3,36.0,7.0,49.0,0.99242,2.99,0.73,10.3,0
1957,1044,6.9,0.45,0.27,4.7,35.0,17.0,80.0,0.99058,3.12,0.36,12.5,1
1958,763,6.4,0.27,0.19,1.9,85.0,21.0,196.0,0.99516,3.49,0.64,9.5,0
1959,2261,5.6,0.19,0.31,6.4456793802145445,27.0,11.0,100.0,0.98964,3.46,0.4,13.2,1
1960,1551,6.8,0.22,0.41,6.7,34.0,39.0,116.0,0.99245,3.18,0.46,11.5,1
1961,1738,6.3,0.13,0.42,1.1,43.0,63.0,146.0,0.99066,3.13,0.72,11.2,1
1962,976,8.2,0.2,0.38,3.5,53.0,41.0,174.0,0.99306,3.22,0.41,11.6,0
1963,3904,7.0,0.36,0.3,5.0,0.04,40.0,143.0,0.99173,3.33,0.42,12.2,1
1964,4142,7.6,0.22,0.28,12.0,56.0,68.0,143.0,0.9983,2.99,0.3,9.2,1
1965,4482,6.7,0.27,0.25,8.0,53.0,54.0,202.0,0.9961,3.22,0.43,9.3,0
1966,4526,6.3,0.32,0.32,1.5,37.0,12.0,76.0,0.98993,3.3,0.46,12.3,1
1967,1163,6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,1
1968,3533,6.0,0.27,0.15,1.5,56.0,35.0,128.0,0.9936,3.12,0.45,8.8,0
1969,4252,5.8,0.32,0.38,4.75,33.0,23.0,94.0,0.991,3.42,0.42,11.8,1
1970,181,7.2,0.58,0.27,5.8,32.0,40.0,118.0,0.99088,3.17,0.53,13.0,1
1971,1073,6.5,0.43,0.28,11.25,32.0,31.0,87.0,0.9922,3.02,0.38,12.4,1
1972,2713,5.7,0.2,0.24,13.8,47.0,44.0,112.0,0.99837,2.97,0.66,8.8,1
1973,2061,6.5,0.28,0.35,15.4,42.0,55.0,195.0,0.9978,3.23,0.5,9.6,1
1974,620,6.8,0.53,0.35,3.8,34.0,26.0,109.0,0.9906,3.26,0.57,12.7,1
1975,3264,6.3,0.27,0.25,5.8,38.0,52.0,155.0,0.995,3.28,0.38,9.4,1
1976,1117,6.4,0.27,0.49,7.3,46.0,53.0,206.0,0.9956,3.24,0.43,9.2,1
1977,2078,6.5,0.22,0.34,12.0,53.0,55.0,177.0,0.9983,3.52,0.44,9.9,1
1978,1413,7.1,0.33,0.64,13.2,56.0,12.0,105.0,0.9972,3.05,0.39,9.2,0
1979,294,7.2,0.17,0.28,17.55,0.05,33.0,154.0,0.99971,2.94,0.43,9.0,1
1980,1291,7.0,0.12,0.29,10.3,39.0,41.0,98.0,0.99564,3.19,0.38,9.8,1
1981,3771,6.0,0.28,0.24,17.8,47.0,42.0,111.0,0.99896,3.1,0.45,8.9,1
1982,3783,7.6,0.23,0.26,15.3,67.0,32.0,166.0,0.9986,3.03,0.44,9.2,0
1983,2895,7.0,0.22,0.24,11.0,41.0,75.0,167.0,0.99508,2.98,0.56,10.5,1
1984,3825,7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.994,2.99,0.32,11.0,1
1985,2072,6.8,0.18,0.3,12.8,62.0,19.0,171.0,0.99808,3.0,0.52,9.0,1
1986,1713,6.8,0.64,0.08,9.7,62.0,26.0,142.0,0.9972,3.37,0.46,8.9,0
1987,912,6.8,0.57,0.29,2.2,0.04,15.0,77.0,0.9938,3.32,0.74,10.2,0
1988,2067,7.4,0.13,0.39,4.7,42.0,36.0,137.0,0.995,3.36,0.56,10.3,1
1989,751,6.1,0.6,0.0,1.3,42.0,24.0,79.0,0.9937,3.31,0.38,9.4,0
1990,4610,7.4,0.25,0.28,7.25,28.0,14.0,78.0,0.99238,2.94,0.37,11.5,1
1991,7,6.8,0.18,0.3,12.8,62.0,19.0,171.0,0.99808,3.0,0.52,9.0,1
1992,1025,5.9,0.48,0.3,1.5,37.0,19.0,78.0,0.99057,3.47,0.42,11.9,1
1993,1719,7.0,0.13,0.37,12.85,42.0,36.0,105.0,0.99581,3.05,0.55,10.7,1
1994,2988,6.9,0.41,0.33,10.1,43.0,28.0,152.0,0.9968,3.2,0.52,9.4,0
1995,4155,8.6,0.23,0.4,4.2,35.0,17.0,109.0,0.9947,3.14,0.53,9.7,0
1996,2609,6.5,0.2,0.33,1.5,39.0,36.0,110.0,0.99008,3.22,0.65,12.0,1
1997,1744,7.3,0.26,0.53,12.7,47.0,60.5,156.0,0.9984,3.06,0.45,9.1,1
1998,3329,8.8,0.39,0.35,1.8,96.0,22.0,80.0,0.99016,2.95,0.54,12.6,1
1999,2451,7.6,0.2,0.31,1.4,47.0,41.0,142.0,0.9934,3.43,0.53,10.1,1
2000,1588,6.9,0.41,0.22,4.2,31.0,10.0,102.0,0.993,3.0,0.86,11.6,0
2001,823,5.2,0.16,0.34,0.8,29.0,26.0,77.0,0.99155,3.25,0.51,10.1,1
2002,4181,6.6,0.545,0.04,2.5,31.0,48.0,111.0,0.9906,3.14,0.32,11.9,0
2003,2007,6.7,0.31,0.32,14.5,38.0,6.0,79.0,0.99412,3.14,0.34,12.5,0
2004,2305,7.9,0.29,0.31,7.35,34.0,37.0,154.0,0.9938,3.06,0.31,10.8,0
2005,2756,6.2,0.32,0.24,4.1,51.0,34.0,149.0,0.99306,3.36,0.52,11.0,0
2006,2802,6.5,0.15,0.44,12.6,52.0,65.0,158.0,0.99688,3.26,0.7,10.3,1
2007,1704,5.0,0.27,0.32,4.5,32.0,58.0,178.0,0.98956,3.45,0.31,12.6,1
2008,1009,6.7,0.26,0.39,1.1,0.04,45.0,147.0,0.9935,3.32,0.58,9.6,1
2009,3209,8.6,0.23,0.46,1.0,54.0,9.0,72.0,0.9941,2.95,0.49,9.1,1
2010,4039,6.3,0.2,0.19,12.3,48.0,54.0,145.0,0.99668,3.16,0.42,9.3,1
2011,1749,6.4,0.25,0.32,11.3,38.0,69.0,192.0,0.99573,3.14,0.5,10.2,1
2012,3346,7.3,0.22,0.4,14.75,42.0,44.5,129.5,0.9998,3.36,0.41,9.1,1
2013,2387,6.9,0.3,0.33,4.1,35.0,26.0,155.0,0.9925,3.25,0.79,12.3,1
2014,3704,6.6,0.15,0.34,5.1,55.0,34.0,125.0,0.9942,3.36,0.42,9.6,0
2015,3700,6.5,0.43,0.28,11.25,32.0,31.0,87.0,0.9922,3.02,0.38,12.4,1
2016,3302,6.4,0.23,0.37,7.9,0.05,60.0,150.0,0.99488,2.86,0.49,9.3,1
2017,4599,7.2,0.27,0.74,12.5,37.0,47.0,156.0,0.9981,3.04,0.44,8.7,0
2018,3268,5.8,0.27,0.26,3.5,71.0,26.0,69.0,0.98994,3.1,0.38,11.5,1
2019,1853,7.0,0.22,0.26,9.2,27.0,37.0,122.0,0.99228,3.06,0.34,12.5,1
2020,3946,6.1,0.19,0.37,2.6,41.0,24.0,99.0,0.99153,3.18,0.5,10.9,1
2021,805,6.4,0.4,0.19,3.2,33.0,28.0,124.0,0.9904,3.22,0.54,12.7,1
2022,3475,5.4,0.46,0.15,2.1,26.0,29.0,130.0,0.98953,3.39,0.77,13.4,1
2023,1840,6.4,0.21,0.34,16.05,0.04,56.0,142.0,0.99678,3.11,0.38,10.6,0
2024,4035,6.3,0.28,0.29,6.8,51.0,40.0,143.0,0.99374,3.43,0.59,11.0,1
2025,4398,6.6,0.28,0.36,1.7,38.0,22.0,101.0,0.9912,3.29,0.57,11.6,1
2026,4430,7.3,0.21,0.49,1.8,38.0,44.0,152.0,0.9912,3.32,0.44,12.6,1
2027,3596,8.5,0.3,0.28,3.1,54.0,54.0,174.0,0.99543,3.21,0.43,9.4,1
2028,741,6.3,0.17,0.23,5.7,48.0,44.0,147.0,0.99382,3.08,0.54,10.0,0
2029,1975,7.3,0.4,0.28,6.5,37.0,26.0,97.0,0.99148,3.16,0.58,12.6,1
2030,3306,7.2,0.23,0.39,1.5,53.0,26.0,106.0,0.99166,3.18,0.47,11.1,1
2031,2819,6.7,0.54,0.27,7.1,49.0,8.0,178.0,0.99502,3.16,0.38,9.4,0
2032,1343,6.3,0.23,0.22,17.45,54.0,42.0,151.0,0.99853,3.12,0.6,9.3,1
2033,1598,6.9,0.28,0.27,2.1,36.0,42.0,121.0,0.9926,3.42,0.49,10.8,1
2034,1731,5.9,0.37,0.32,1.6,29.0,41.0,102.0,0.98916,3.41,0.55,12.7,1
2035,4432,7.0,0.36,0.25,5.7,15.0,14.0,73.0,0.98963,2.82,0.59,13.2,1
2036,3752,6.7,0.23,0.42,11.2,47.0,52.0,171.0,0.99758,3.54,0.74,10.4,0
2037,1694,5.5,0.15,0.32,14.0,31.0,16.0,99.0,0.99437,3.26,0.38,11.5,1
2038,654,7.6,0.31,0.27,5.8,36.0,23.0,109.0,0.99399,3.34,0.54,11.0,1
2039,1594,8.5,0.17,0.31,1.0,24.0,13.0,91.0,0.993,2.79,0.37,10.1,0
2040,2857,6.3,0.19,0.32,2.8,46.0,18.0,80.0,0.99043,2.92,0.47,11.05,1
2041,1401,6.6,0.27,0.33,1.4,42.0,24.0,183.0,0.99215,3.29,0.46,10.7,0
2042,1952,9.2,0.34,0.54,17.3,0.06,46.0,235.0,1.00182,3.08,0.61,8.8,1
2043,4609,8.0,0.45,0.28,10.8,51.0,25.0,157.0,0.9957,3.06,0.47,11.4,1
2044,1145,6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,3.01,0.46,9.0,0
2045,1985,5.5,0.62,0.33,1.7,37.0,24.0,118.0,0.98758,3.15,0.39,13.55,1
2046,2428,7.2,0.25,0.19,8.0,44.0,51.0,172.0,0.9964,3.16,0.44,9.2,0
2047,2050,7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,0
2048,2490,6.0,0.36,0.32,1.1,53.0,26.0,173.0,0.99414,3.38,0.54,8.8,0
2049,4632,5.9,0.22,0.3,1.3,52.0,42.0,86.0,0.99069,3.31,0.47,11.55,1
2050,3464,5.8,0.36,0.38,0.9,37.0,3.0,75.0,0.9904,3.28,0.34,11.4,0
2051,1844,6.2,0.45,0.73,7.2,99.0,47.0,202.0,0.99582,3.21,0.43,9.2,0
2052,2087,5.9,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,3.29,0.52,10.5,0
2053,1142,6.9,0.21,0.49,1.4,41.0,15.0,164.0,0.9927,3.25,0.63,11.0,0
2054,4230,6.0,0.28,0.49,6.8,48.0,61.0,222.0,0.9953,3.19,0.47,9.3,0
2055,359,7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.9903,3.13,0.39,12.3,1
2056,4046,5.4,0.33,0.31,4.0,0.03,27.0,108.0,0.99031,3.3,0.43,12.2,1
2057,812,6.5,0.37,0.33,3.5,36.0,23.0,92.0,0.99136,3.18,0.38,11.2,1
2058,3757,7.6,0.23,0.34,1.6,43.0,24.0,129.0,0.99305,3.12,0.7,10.4,0
2059,499,7.2,0.32,0.3,8.25,0.02,14.0,104.0,0.99362,2.99,0.44,11.4,1
2060,2509,6.2,0.3,0.28,1.6,36.0,28.0,106.0,0.988245,3.14,0.41,13.3,1
2061,2752,5.9,0.34,0.25,2.0,42.0,12.0,110.0,0.99034,3.02,0.54,11.4,1
2062,2105,5.8,0.28,0.3,3.9,26.0,36.0,105.0,0.98963,3.26,0.58,12.75,1
2063,777,7.0,0.14,0.41,0.9,37.0,22.0,95.0,0.9914,3.25,0.43,10.9,1
2064,1361,7.5,0.42,0.19,6.9,41.0,62.0,150.0,0.99508,3.23,0.37,10.0,1
2065,1093,7.4,0.155,0.34,2.3,45.0,73.5,214.0,0.9934,3.18,0.61,9.9,1
2066,2950,6.3,0.34,0.19,5.8,41.0,22.0,145.0,0.9943,3.15,0.63,9.9,0
2067,3442,7.2,0.47,0.16,5.9,48.0,14.0,125.0,0.99428,3.09,0.49,9.8,0
2068,3850,6.6,0.2,0.32,1.1,39.0,25.0,78.0,0.9926,3.39,0.54,10.2,1
2069,3616,7.5,0.23,0.36,7.0,36.0,43.0,161.0,0.9938,3.04,0.32,11.0,0
2070,2101,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1
2071,1650,6.8,0.28,0.44,9.3,31.0,35.0,137.0,0.9946,3.16,0.36,10.4,1
2072,2888,6.3,0.3,0.48,7.4,53.0,34.0,149.0,0.99472,3.18,0.53,9.8,0
2073,1509,7.8,0.43,0.49,13.0,33.0,37.0,158.0,0.9955,3.14,0.35,11.3,1
2074,4267,7.8,0.25,0.37,1.0,43.0,10.0,80.0,0.99128,3.08,0.38,11.4,0
2075,3152,5.8,0.23,0.21,1.5,44.0,21.0,110.0,0.99138,3.3,0.57,11.0,1
2076,4587,6.8,0.25,0.3,11.8,43.0,53.0,133.0,0.99524,3.03,0.58,10.4,1
2077,4528,7.6,0.17,0.36,4.5,42.0,26.0,102.0,0.99427,3.09,0.47,9.5,0
2078,977,6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.99904,3.06,0.5,9.2,0
2080,79,7.2,0.21,0.33,3.0,36.0,35.0,132.0,0.9928,3.25,0.4,11.0,1
2081,1763,7.2,0.34,0.34,12.6,48.0,7.0,41.0,0.9942,3.19,0.4,11.7,0
2082,3584,6.2,0.31,0.23,3.3,52.0,34.0,113.0,0.99429,3.16,0.48,8.4,0
2083,3698,6.8,0.26,0.29,16.95,56.0,48.0,179.0,0.9998,3.45,0.4,9.6,0
2084,1283,6.4,0.69,0.09,7.6,44.0,34.0,144.0,0.9948,3.26,0.38,10.1,1
2085,4383,6.6,0.3,0.24,1.2,34.0,17.0,121.0,0.9933,3.13,0.36,9.2,0
2086,3608,5.4,0.22,0.29,1.2,45.0,69.0,152.0,0.99178,3.76,0.63,11.0,1
2087,3007,7.0,0.32,0.31,6.4,31.0,38.0,115.0,0.99235,3.38,0.58,12.2,1
2088,4125,7.2,0.3,0.3,8.1,38.15246053023524,40.0,188.0,0.99652,3.15,0.49,9.1,1
2089,3751,8.1,0.28,0.49,1.0,0.04,32.0,148.0,0.9936,3.13,0.41,10.0,1
2090,1188,5.2,0.155,0.33,1.6,28.0,13.0,59.0,0.98975,3.3,0.84,11.9,1
2091,1259,7.6,0.38,0.28,4.2,29.0,7.0,112.0,0.9906,3.0,0.41,12.6,1
2092,3300,6.7,0.16,0.37,1.3,36.0,45.0,125.0,0.98964,3.19,0.51,12.4,1
2093,3406,5.6,0.26,0.26,5.7,31.0,12.0,80.0,0.9923,3.25,0.38,10.8,0
2094,668,7.1,0.17,0.38,7.4,52.0,49.0,182.0,0.9958,3.35,0.52,9.6,1
2095,462,8.8,0.34,0.33,9.7,36.0,46.0,172.0,0.9966,3.08,0.4,10.2,0
2096,232,7.3,0.18,0.31,17.3,55.0,32.0,197.0,1.0002,3.13,0.46,9.0,1
2097,2564,7.2,0.26,0.32,10.4,62.0,23.0,114.0,0.9966,3.23,0.49,10.5,0
2098,559,6.2,0.25,0.44,15.8,57.0,39.0,167.0,0.99804,3.14,0.51,9.2,0
2099,1795,9.6,0.23,0.4,1.5,44.0,19.0,135.0,0.9937,2.96,0.49,10.9,0
2100,1336,7.3,0.25,0.29,7.5,49.0,38.0,158.0,0.9965,3.43,0.38,9.6,0
2101,1688,6.6,0.25,0.36,8.1,45.0,54.0,180.0,0.9958,3.08,0.42,9.2,0
2102,3858,6.9,0.4,0.17,12.9,33.0,59.0,186.0,0.99754,3.08,0.49,9.4,0
2103,3382,8.4,0.24,0.49,7.4,39.0,46.0,108.0,0.9934,3.03,0.33,11.9,1
2104,511,8.7,0.24,0.35,0.6,42.0,11.0,71.0,0.9926,3.08,0.38,10.6,0
2105,2281,6.8,0.15,0.41,12.9,44.0,79.5,183.0,0.99742,3.24,0.78,10.2,1
2106,2557,5.0,0.35,0.25,7.8,31.0,24.0,116.0,0.99241,3.39,0.4,11.3,1
2107,2608,7.0,0.21,0.28,8.6,45.0,37.0,221.0,0.9954,3.25,0.54,10.4,1
2108,231,6.6,0.41,0.31,1.6,42.0,18.0,101.0,0.99195,3.13,0.41,10.5,0
2109,3800,5.1,0.33,0.22,1.6,27.0,18.0,89.0,0.9893,3.51,0.38,12.5,1
2111,3143,6.9,0.37,0.23,9.5,57.0,54.0,166.0,0.99568,3.23,0.42,10.0,0
