,Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality
538,2045,6.6,0.26,0.21,2.9,26.0,48.0,126.0,0.99089,3.22,0.38,11.3,1
539,2047,7.0,0.35,0.17,1.1,49.0,7.0,119.0,0.99297,3.13,0.36,9.7,1
540,2049,7.1,0.37,0.67,10.5,45.0,49.0,155.0,0.9975,3.16,0.44,8.7,1
541,2051,6.3,0.31,0.3,10.0,46.0,49.0,212.0,0.9962,3.74,0.55,11.9,1
542,2055,6.5,0.28,0.28,20.4,41.0,40.0,144.0,1.0002,3.14,0.38,8.7,1
543,2062,8.2,0.24,0.3,2.3,0.05,23.0,106.0,0.99397,2.98,0.5,10.0,1
544,2071,7.1,0.365,0.14,1.2,55.0,24.0,84.0,0.9941,3.15,0.43,8.9,1
545,2075,7.7,0.3,0.42,14.3,45.0,45.0,213.0,0.9991,3.18,0.63,9.2,1
546,2082,7.0,0.17,0.36,6.4,55.0,42.0,123.0,0.99318,3.11,0.5,11.0,1
547,2091,5.9,0.23,0.24,1.6,37.0,32.0,115.0,0.99076,3.21,0.51,11.4,1
548,2092,7.3,0.21,0.29,1.6,34.0,29.0,118.0,0.9917,3.3,0.5,11.0,1
549,2103,6.6,0.21,0.38,2.2,26.0,40.0,104.0,0.9914,3.25,0.4,11.1,1
550,2110,7.1,0.26,0.32,16.2,44.0,31.0,170.0,0.99644,3.17,0.37,11.2,1
551,2113,7.4,0.24,0.22,10.7,42.0,26.0,81.0,0.9954,2.86,0.36,9.7,1
552,2114,6.9,0.27,0.41,1.7,47.0,6.0,134.0,0.9929,3.15,0.69,11.4,1
553,2118,6.7,0.23,0.31,2.1,46.0,30.0,96.0,0.9926,3.33,0.64,10.7,1
554,2120,6.8,0.26,0.22,4.8,41.0,110.0,198.0,0.99437,3.29,0.67,10.6,1
555,2126,6.2,0.235,0.34,1.9,36.0,4.0,117.0,0.99032,3.4,0.44,12.2,1
556,2127,7.1,0.34,0.32,2.0,51.0,29.0,130.0,0.99354,3.3,0.5,10.4,1
557,2130,6.0,0.27,0.26,1.3,38.0,32.0,138.0,0.99125,3.46,0.43,11.1,1
558,2135,8.2,0.18,0.28,8.5,35.0,41.0,140.0,0.9952,3.04,0.37,10.1,1
559,2136,6.9,0.3,0.49,7.6,57.0,25.0,156.0,0.9962,3.43,0.63,11.0,1
560,2137,8.2,0.31,0.43,7.0,47.0,18.0,87.0,0.99628,3.23,0.64,10.6,1
561,2138,6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,1
562,2152,6.4,0.68,0.26,3.4,69.0,25.0,146.0,0.99347,3.18,0.4,9.3,1
563,2154,6.0,0.25,0.28,2.2,26.0,54.0,126.0,0.9898,3.43,0.65,12.9,1
564,2157,6.4,0.22,0.34,1.8,57.0,29.0,104.0,0.9959,3.81,0.57,10.3,1
565,2163,7.0,0.13,0.3,5.0,56.0,31.0,122.0,0.9945,3.47,0.42,10.5,1
566,2165,6.8,0.19,0.4,9.85,55.0,41.0,103.0,0.99532,2.98,0.56,10.5,1
567,2166,5.8,0.28,0.66,9.1,39.0,26.0,159.0,0.9965,3.66,0.55,10.8,1
568,2168,7.3,0.25,0.28,1.5,43.0,19.0,113.0,0.99338,3.38,0.56,10.1,1
569,2169,7.9,0.35,0.36,1.6,38.0,11.0,124.0,0.9928,3.25,0.48,11.0,1
570,2171,6.8,0.26,0.22,7.7,47.0,57.0,210.0,0.9959,3.1,0.47,9.0,1
571,2172,7.2,0.23,0.39,2.3,33.0,29.0,102.0,0.9908,3.26,0.54,12.3,1
572,2177,6.3,0.36,0.2,2.0,48.0,48.0,191.0,0.9929,3.17,0.51,9.6,1
573,2180,7.5,0.18,0.39,1.9,54.0,23.0,91.0,0.9941,3.27,0.45,10.3,1
574,2191,6.0,0.26,0.29,1.0,32.0,27.0,96.0,0.9896,3.38,0.44,12.3,1
575,2193,6.2,0.18,0.3,1.0,31.0,23.0,73.0,0.99032,3.23,0.52,11.3,1
576,2195,5.8,0.22,0.25,1.5,24.0,21.0,109.0,0.99234,3.37,0.58,10.4,1
577,2198,6.4,0.27,0.49,7.3,46.0,53.0,206.0,0.9956,3.24,0.43,9.2,1
578,2200,6.6,0.435,0.38,9.2,58.0,66.0,243.0,0.99833,3.23,0.54,9.1,1
579,2203,6.0,0.28,0.22,12.15,48.0,42.0,163.0,0.9957,3.2,0.46,10.1,1
580,2211,9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,1
581,2215,6.1,0.22,0.49,1.5,51.0,18.0,87.0,0.9928,3.3,0.46,9.6,1
582,2217,7.4,0.26,0.32,3.7,32.0,29.0,193.0,0.99134,3.1,0.67,12.5,1
583,2220,6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,3.01,0.46,9.0,1
584,2222,6.3,0.15,0.34,11.4,0.05,25.0,96.0,0.99754,3.21,0.49,10.0,1
585,2226,7.4,0.2,0.36,1.2,38.0,44.0,111.0,0.9926,3.36,0.34,9.9,1
586,2236,6.7,0.21,0.36,8.55,0.02,20.0,86.0,0.99146,3.19,0.22,13.4,1
587,2238,5.9,0.24,0.26,12.3,53.0,34.0,134.0,0.9972,3.34,0.45,9.5,1
588,2242,6.7,0.24,0.36,8.4,42.0,42.0,123.0,0.99473,3.34,0.52,10.9,1
589,2243,6.8,0.27,0.26,16.1,49.0,55.0,196.0,0.9984,3.15,0.5,9.3,1
590,2251,5.7,0.18,0.36,1.2,46.0,9.0,71.0,0.99199,3.7,0.68,10.9,1
591,2258,8.0,0.34,0.25,6.4,35.0,38.0,103.0,0.99148,2.91,0.23,12.2,1
592,2265,6.4,0.33,0.24,1.6,54.0,25.0,117.0,0.9943,3.36,0.5,9.3,1
593,2276,6.6,0.26,0.38,6.5,0.17,68.0,201.0,0.9956,3.19,0.38,9.4,1
594,2278,7.1,0.21,0.3,1.4,37.0,45.0,143.0,0.9932,3.13,0.33,9.9,1
595,2279,9.1,0.27,0.32,1.1,31.0,15.0,151.0,0.9936,3.03,0.41,10.6,1
596,2280,6.5,0.24,0.32,7.6,38.0,48.0,203.0,0.9958,3.45,0.54,9.7,1
597,2282,7.7,0.28,0.63,11.1,39.0,58.0,179.0,0.9979,3.08,0.44,8.8,1
598,2288,7.2,0.23,0.39,14.2,58.0,49.0,192.0,0.9979,2.98,0.48,9.0,1
599,2292,7.9,0.31,0.22,13.3,48.0,46.0,212.0,0.99942,3.47,0.59,10.0,1
600,2293,6.1,0.24,0.25,1.6,44.0,24.0,115.0,0.9921,3.39,0.59,10.9,1
601,2296,5.9,0.29,0.32,1.4,22.0,17.0,47.0,0.9899,3.35,0.35,11.5,1
602,2297,7.1,0.14,0.4,1.2,51.0,55.0,136.0,0.9932,3.3,0.96,9.8,1
603,2301,10.3,0.25,0.48,2.2,42.0,28.0,164.0,0.998,3.19,0.59,9.7,1
604,2309,5.9,0.26,0.24,2.4,46.0,27.0,132.0,0.99234,3.63,0.73,11.3,1
605,2319,6.2,0.24,0.25,12.5,55.0,47.0,134.0,0.99758,3.3,0.51,9.0,1
606,2324,6.8,0.23,0.29,15.4,73.0,56.0,173.0,0.9984,3.06,0.41,8.7,1
607,2329,7.0,0.57,0.1,8.3,94.0,23.0,188.0,0.9972,3.4,0.47,9.2,1
608,2330,9.8,0.25,0.74,10.0,56.0,36.0,225.0,0.9977,3.06,0.43,10.0,1
609,2335,6.6,0.38,0.36,9.2,61.0,42.0,214.0,0.9976,3.31,0.56,9.4,1
610,2336,5.9,0.3,0.23,4.2,38.0,42.0,119.0,0.9924,3.15,0.5,11.0,1
611,2338,7.2,0.24,0.29,3.0,36.0,17.0,117.0,0.99411,3.36,0.68,10.1,1
612,2346,6.9,0.32,0.26,2.3,0.03,11.0,103.0,0.99106,3.06,0.42,11.1,1
613,2354,8.9,0.34,0.34,1.6,56.0,13.0,176.0,0.9946,3.14,0.47,9.7,1
614,2356,7.5,0.29,0.31,8.95,55.0,20.0,151.0,0.9968,3.08,0.54,9.3,1
615,2359,7.8,0.28,0.34,1.6,28.0,32.0,118.0,0.9901,3.0,0.38,12.1,1
616,2361,6.8,0.26,0.46,8.3,37.0,49.0,173.0,0.99601,3.17,0.47,9.3,1
617,2365,7.6,0.28,0.39,1.2,38.0,21.0,115.0,0.994,3.16,0.67,10.0,1
618,2366,8.2,0.3,0.44,12.4,43.0,52.0,154.0,0.99452,3.04,0.33,12.0,1
619,2368,5.8,0.2,0.34,1.0,35.0,40.0,86.0,0.98993,3.5,0.42,11.7,1
620,2369,7.3,0.26,0.53,12.7,47.0,60.5,164.5,0.9984,3.06,0.45,9.1,1
621,2372,7.1,0.13,0.29,15.5,64.0,56.0,115.5,0.99737,3.16,0.41,9.7,1
622,2376,6.8,0.17,0.17,5.1,49.0,26.0,82.0,0.993,3.0,0.38,9.8,1
623,2381,6.4,0.24,0.29,1.0,38.0,18.0,122.0,0.9906,3.3,0.42,11.5,1
624,2398,6.9,0.32,0.16,1.4,51.0,15.0,96.0,0.994,3.22,0.38,9.5,1
625,2404,7.4,0.33,0.26,15.6,49.0,67.0,210.0,0.99907,3.06,0.68,9.5,1
626,2405,6.5,0.24,0.19,1.2,41.0,30.0,111.0,0.99254,2.99,0.46,9.4,1
627,2407,5.7,0.27,0.16,9.0,53.0,32.0,111.0,0.99474,3.36,0.37,10.4,1
628,2410,7.8,0.3,0.29,16.85,54.0,23.0,135.0,0.9998,3.16,0.38,9.0,1
629,2412,7.4,0.28,0.5,12.1,49.0,48.0,122.0,0.9973,3.01,0.44,9.0,1
630,2413,7.5,0.35,0.37,2.5,66.0,29.0,89.0,0.98964,3.14,0.42,12.7,1
631,2416,7.2,0.19,0.27,11.2,61.0,46.0,149.0,0.99772,2.99,0.59,9.3,1
632,2419,6.6,0.21,0.29,5.35,29.0,43.0,106.0,0.99112,2.93,0.43,11.5,1
633,2426,6.8,0.32,0.37,3.4,23.0,19.0,87.0,0.9902,3.14,0.53,12.7,1
634,2427,7.5,0.28,0.41,1.3,44.0,11.0,126.0,0.99293,3.28,0.45,10.3,1
635,2430,6.4,0.18,0.31,1.6,49.0,36.0,127.0,0.9934,3.6,0.67,10.4,1
636,2434,5.7,0.31,0.28,4.1,0.03,22.0,86.0,0.99062,3.31,0.38,11.7,1
637,2435,8.9,0.27,0.34,10.7,29.0,19.5,166.0,0.99669,3.13,0.48,10.6,1
638,2445,7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,1
639,2447,6.3,0.21,0.33,13.9,46.0,68.0,179.0,0.9971,3.36,0.5,10.4,1
640,2452,7.3,0.3,0.34,2.7,44.0,34.0,108.0,0.99105,3.36,0.53,12.8,1
641,2453,7.2,0.21,0.41,1.3,36.0,33.0,85.0,0.992,3.17,0.51,10.4,1
642,2456,7.1,0.21,0.28,2.7,34.0,23.0,111.0,0.99405,3.35,0.64,10.2,1
643,2462,7.6,0.51,0.24,1.2,0.04,10.0,104.0,0.992,3.05,0.29,10.8,1
644,2467,7.1,0.34,0.2,6.1,63.0,47.0,164.0,0.9946,3.17,0.42,10.0,1
645,2468,4.7,0.785,0.0,3.4,36.0,23.0,134.0,0.98981,3.53,0.92,13.8,1
646,2478,8.2,0.28,0.42,1.8,31.0,30.0,93.0,0.9917,3.09,0.39,11.4,1
647,2480,6.4,0.37,0.37,4.85,41.0,39.5,216.5,0.99432,3.1,0.5,9.8,1
648,2481,5.6,0.225,0.24,9.8,54.0,59.0,140.0,0.99545,3.17,0.39,10.2,1
649,2488,7.9,0.2,0.49,1.6,53.0,15.0,144.0,0.993,3.16,0.47,10.5,1
650,2496,8.9,0.21,0.34,7.1,37.0,33.0,150.0,0.9962,3.1,0.45,9.7,1
651,2501,8.3,0.33,0.43,9.2,46.0,22.0,126.0,0.9982,3.38,0.47,9.3,1
652,2504,7.0,0.21,0.34,8.5,33.0,31.0,253.0,0.9953,3.22,0.56,10.5,1
653,2508,6.5,0.24,0.39,17.3,52.0,22.0,126.0,0.99888,3.11,0.47,9.2,1
654,2514,6.6,0.27,0.52,8.1,44.0,53.0,202.0,0.99548,3.18,0.48,9.5,1
655,2515,6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,1
656,2516,7.7,0.35,0.49,8.65,33.0,42.0,186.0,0.9931,3.14,0.38,12.4,1
657,2518,6.6,0.16,0.36,1.1,31.0,27.0,93.0,0.98884,3.23,0.34,13.2,1
658,2521,5.8,0.39,0.47,7.5,27.0,12.0,88.0,0.9907,3.38,0.45,14.0,1
659,2523,6.6,0.41,0.16,1.4,37.0,28.0,160.0,0.99167,2.95,0.45,10.6,1
660,2524,8.5,0.23,0.34,1.3,35.0,54.0,110.0,0.99176,3.07,0.55,11.0,1
661,2525,6.3,0.27,0.46,11.75,37.0,61.0,212.0,0.9971,3.25,0.53,9.5,1
662,2527,7.3,0.25,0.26,7.2,48.0,52.0,207.0,0.99587,3.12,0.37,9.2,1
663,2530,6.3,0.27,0.18,7.7,48.0,45.0,186.0,0.9962,3.23,0.47,9.0,1
664,2531,6.3,0.27,0.29,12.2,44.0,59.0,196.0,0.99782,3.14,0.4,8.8,1
665,2538,4.9,0.335,0.14,1.3,36.0,69.0,168.0,0.99212,3.47,0.46,10.4666666666667,1
666,2553,7.2,0.26,0.44,7.1,27.0,25.0,126.0,0.993,3.02,0.34,11.1,1
667,2558,5.8,0.19,0.33,4.2,38.0,49.0,133.0,0.99107,3.16,0.42,11.3,1
668,2573,8.6,0.18,0.4,1.1,0.04,20.0,107.0,0.9923,2.94,0.32,10.2,1
669,2579,7.3,0.25,0.36,2.1,34.0,30.0,177.0,0.99085,3.25,0.4,11.9,1
670,2583,7.6,0.285,0.32,14.6,63.0,32.0,201.0,0.998,3.0,0.45,9.2,1
671,2589,7.9,0.41,0.37,4.5,0.03,40.0,114.0,0.992,3.17,0.54,12.4,1
672,2595,6.7,0.27,0.33,3.6,34.0,9.0,45.0,0.99144,3.08,0.4,10.5,1
673,2605,5.7,0.15,0.47,11.4,35.0,49.0,128.0,0.99456,3.03,0.34,10.5,1
674,2606,6.3,0.17,0.32,4.2,0.04,37.0,117.0,0.99182,3.24,0.43,11.3,1
675,2612,6.7,0.11,0.34,8.8,43.0,41.0,113.0,0.9962,3.42,0.4,9.3,1
676,2619,9.0,0.31,0.49,6.9,34.0,26.0,91.0,0.9937,2.99,0.34,11.5,1
677,2620,8.3,0.24,0.27,2.1,0.03,22.0,162.0,0.9914,2.99,0.68,11.9,1
678,2621,6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,1
679,2626,5.7,0.26,0.27,4.1,201.0,73.5,189.5,0.9942,3.27,0.38,9.4,1
680,2633,6.2,0.15,0.27,11.0,35.0,46.0,116.0,0.99602,3.12,0.38,9.1,1
681,2635,7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,1
682,2636,5.6,0.2,0.36,2.5,48.0,16.0,125.0,0.99282,3.49,0.49,10.0,1
683,2641,5.4,0.265,0.28,7.8,52.0,27.0,91.0,0.99432,3.19,0.38,10.4,1
684,2642,5.7,0.28,0.36,1.8,41.0,38.0,90.0,0.99002,3.27,0.98,11.9,1
685,2647,6.8,0.21,0.36,18.1,46.0,32.0,133.0,1.0,3.27,0.48,8.8,1
686,2652,7.9,0.33,0.26,1.2,44.0,23.0,103.0,0.9932,3.19,0.54,10.5,1
687,2655,6.9,0.21,0.24,1.8,21.0,17.0,80.0,0.98992,3.15,0.46,12.3,1
688,2660,6.6,0.26,0.56,15.4,53.0,32.0,141.0,0.9981,3.11,0.49,9.3,1
689,2662,6.5,0.36,0.28,3.2,37.0,29.0,119.0,0.9908,3.25,0.65,12.4,1
690,2667,5.4,0.595,0.1,2.8,42.0,26.0,80.0,0.9932,3.36,0.38,9.3,1
691,2669,7.6,0.39,0.22,2.8,36.0,19.0,113.0,0.9926,3.03,0.29,10.2,1
692,2670,6.7,0.34,0.3,15.6,54.0,51.0,196.0,0.9982,3.19,0.49,9.3,1
693,2671,7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,1
694,2679,6.2,0.29,0.23,12.4,48.0,33.0,201.0,0.99612,3.11,0.56,9.9,1
695,2682,6.2,0.355,0.35,2.0,46.0,31.0,95.0,0.98822,3.06,0.46,13.6,1
696,2684,6.8,0.28,0.44,11.5,0.04,58.0,223.0,0.9969,3.22,0.56,9.5,1
697,2687,6.3,0.22,0.33,1.7,41.0,67.0,164.0,0.9928,3.32,0.56,10.4,1
698,2688,7.0,0.24,0.24,1.8,47.0,29.0,91.0,0.99251,3.3,0.43,9.9,1
699,2695,7.8,0.43,0.49,13.0,33.0,37.0,158.0,0.9955,3.14,0.35,11.3,1
700,2704,7.1,0.36,0.56,1.3,46.0,25.0,102.0,0.9923,3.24,0.33,10.5,1
701,2705,6.8,0.35,0.53,10.1,53.0,37.0,151.0,0.9963,3.07,0.4,9.4,1
702,2710,7.1,0.39,0.3,9.9,37.0,29.0,124.0,0.99414,3.07,0.42,10.9,1
703,2716,6.0,0.16,0.22,1.6,42.0,36.0,106.0,0.9905,3.24,0.32,11.4,1
704,2717,7.7,0.28,0.24,2.4,44.0,29.0,157.0,0.99312,3.27,0.56,10.6,1
705,2720,7.7,0.26,0.31,1.3,43.0,47.0,155.0,0.9937,3.42,0.5,10.1,1
706,2723,6.4,0.5,0.2,2.4,59.0,19.0,112.0,0.99314,3.18,0.4,9.2,1
707,2726,6.8,0.27,0.28,13.3,76.0,50.0,163.0,0.9979,3.03,0.38,8.6,1
708,2728,5.6,0.2,0.22,1.3,49.0,25.0,155.0,0.99296,3.74,0.43,10.0,1
709,2734,6.5,0.26,0.27,12.9,44.0,69.0,215.0,0.9967,3.17,0.43,10.0,1
710,2735,6.7,0.16,0.28,2.5,46.0,40.0,153.0,0.9921,3.38,0.51,11.4,1
711,2741,6.1,0.35,0.24,2.3,34.0,25.0,133.0,0.9906,3.34,0.59,12.0,1
712,2742,6.9,0.19,0.35,13.5,38.0,49.0,118.0,0.99546,3.0,0.63,10.7,1
713,2744,8.3,0.14,0.34,1.1,42.0,7.0,47.0,0.9934,3.47,0.4,10.2,1
714,2745,5.8,0.17,0.34,1.8,45.0,96.0,170.0,0.99035,3.38,0.9,11.8,1
715,2746,6.0,0.28,0.24,17.8,47.0,42.0,111.0,0.99896,3.1,0.45,8.9,1
716,2750,7.3,0.36,0.62,7.1,33.0,48.0,185.0,0.99472,3.14,0.62,10.6,1
717,2753,7.2,0.685,0.21,9.5,0.07,33.0,172.0,0.9971,3.0,0.55,9.1,1
718,2755,5.3,0.32,0.12,6.6,43.0,22.0,141.0,0.9937,3.36,0.6,10.4,1
719,2757,7.2,0.115,0.3,6.8,56.0,26.0,105.0,0.9954,3.44,0.4,9.6,1
720,2758,7.5,0.26,0.26,18.35,84.0,33.0,139.0,1.0011,3.17,0.39,8.8,1
721,2760,7.4,0.3,0.3,5.2,53.0,45.0,163.0,0.9941,3.12,0.45,10.3,1
722,2762,6.3,0.34,0.52,6.3,47.0,63.0,186.0,0.99481,3.18,0.44,9.6,1
723,2763,8.6,0.55,0.35,15.55,57.0,35.5,366.5,1.0001,3.04,0.63,11.0,1
724,2773,6.9,0.52,0.54,7.9,36.0,23.0,169.0,0.99267,3.26,0.47,12.2,1
725,2775,7.9,0.27,0.27,1.7,34.0,25.0,122.0,0.99088,2.97,0.51,11.9,1
726,2779,6.1,0.41,0.14,10.4,37.0,18.0,119.0,0.996,3.38,0.45,10.0,1
727,2781,6.3,0.26,0.25,5.2,46.0,11.0,133.0,0.99202,2.97,0.68,11.0,1
728,2783,5.9,0.42,0.36,2.4,34.0,19.0,77.0,0.99184,3.25,0.48,10.9,1
729,2785,7.1,0.47,0.29,14.8,24.0,22.0,142.0,0.99518,3.12,0.48,12.0,1
730,2803,5.2,0.38,0.26,7.7,53.0,20.0,103.0,0.9925,3.27,0.45,12.2,1
731,2804,9.2,0.14,0.37,1.1,34.0,36.0,84.0,0.99136,3.05,0.55,11.6,1
732,2806,7.4,0.37,0.26,9.6,0.05,33.0,134.0,0.99608,3.13,0.46,10.4,1
733,2808,6.5,0.37,0.3,2.2,33.0,39.0,107.0,0.98894,3.22,0.53,13.5,1
734,2810,8.9,0.3,0.35,4.6,32.0,32.0,148.0,0.99458,3.15,0.45,11.5,1
735,2813,7.6,0.2,0.26,4.8,33.0,26.0,76.0,0.99076,2.98,0.49,12.3,1
736,2816,6.0,0.24,0.33,2.5,26.0,31.0,85.0,0.99014,3.13,0.5,11.3,1
737,2823,7.5,0.2,0.49,1.3,31.0,8.0,97.0,0.9918,3.06,0.62,11.1,1
738,2824,5.8,0.34,0.21,7.2,41.0,48.0,146.0,0.99441,3.16,0.49,9.8,1
739,2830,7.8,0.29,0.22,9.5,56.0,44.0,213.0,0.99715,3.08,0.61,9.3,1
740,2844,6.4,0.42,0.46,8.4,0.05,58.0,180.0,0.99495,3.18,0.46,9.7,1
741,2846,5.4,0.46,0.15,2.1,26.0,29.0,130.0,0.98953,3.39,0.77,13.4,1
742,2848,7.4,0.25,0.36,13.2,67.0,53.0,178.0,0.9976,3.01,0.48,9.0,1
743,2849,6.9,0.15,0.28,4.4,29.0,14.0,107.0,0.99347,3.24,0.46,10.4,1
744,2851,7.1,0.49,0.22,2.0,47.0,146.5,307.5,0.9924,3.24,0.37,11.0,1
745,2856,7.4,0.24,0.36,2.0,31.0,27.0,139.0,0.99055,3.28,0.48,12.5,1
746,2867,5.9,0.37,0.3,1.5,33.0,35.0,95.0,0.98986,3.36,0.56,12.0,1
747,2869,7.0,0.27,0.36,20.7,45.0,45.0,170.0,1.001,3.0,0.45,8.8,1
748,2870,6.8,0.2,0.36,1.6,28.0,7.0,46.0,0.99175,3.21,0.6,10.9,1
749,2871,6.9,0.36,0.28,13.55,48.0,51.0,189.0,0.99782,3.0,0.6,9.5,1
750,2874,7.2,0.34,0.28,10.4,108.0,43.0,187.0,0.99738,2.96,0.57,9.4,1
751,2876,6.0,0.26,0.29,3.1,41.0,37.0,144.0,0.98944,3.22,0.39,12.8,1
752,2877,7.3,0.34,0.21,3.2,0.05,14.0,136.0,0.9936,3.25,0.44,10.2,1
753,2878,6.1,0.24,0.3,1.5,45.0,22.0,61.0,0.992,3.31,0.54,10.4,1
754,2879,7.1,0.23,0.39,1.6,32.0,12.0,65.0,0.9898,3.25,0.4,12.7,1
755,2897,7.1,0.27,0.24,12.6,44.0,48.0,118.0,0.99726,3.04,0.56,10.0,1
756,2903,5.9,0.28,0.34,3.6,0.04,50.0,194.0,0.9912,3.31,0.52,11.6,1
757,2906,6.5,0.18,0.41,14.2,39.0,47.0,129.0,0.99678,3.28,0.72,10.3,1
758,2907,7.3,0.34,0.3,9.4,57.0,34.0,178.0,0.99554,3.15,0.44,10.4,1
759,2908,5.8,0.34,0.16,7.0,37.0,26.0,116.0,0.9949,3.46,0.45,10.0,1
760,2911,4.2,0.215,0.23,5.1,41.0,64.0,157.0,0.99688,3.42,0.44,8.0,1
761,2921,6.4,0.23,0.35,4.6,39.0,43.0,147.0,0.99216,3.18,0.4,11.0,1
762,2928,7.8,0.2,0.28,10.2,54.0,78.0,186.0,0.997,3.14,0.46,10.0,1
763,2930,7.4,0.16,0.3,13.7,56.0,33.0,168.0,0.99825,2.9,0.44,8.7,1
764,2938,7.7,0.25,0.49,2.5,47.0,31.0,169.0,0.99252,3.07,0.57,10.6,1
765,2939,7.4,0.27,0.26,11.8,53.0,55.0,173.0,0.99699,3.11,0.6,9.8,1
766,2941,6.5,0.19,0.28,1.4,46.0,22.0,90.0,0.99038,3.18,0.51,11.7,1
767,2942,7.3,0.26,0.33,17.85,49.0,41.5,195.0,1.0,3.06,0.44,9.1,1
768,2947,6.5,0.32,0.23,8.5,51.0,20.0,138.0,0.9943,3.03,0.42,10.7,1
769,2956,6.7,0.3,0.5,12.1,45.0,38.0,127.0,0.9974,3.04,0.53,8.9,1
770,2957,7.0,0.47,0.07,1.1,35.0,17.0,151.0,0.991,3.02,0.34,10.5,1
771,2969,6.4,0.35,0.35,5.6,34.0,9.0,148.0,0.99441,3.17,0.5,9.8,1
772,2970,7.8,0.18,0.31,12.2,53.0,46.0,140.0,0.998,3.06,0.53,8.9,1
773,2971,7.7,0.16,0.49,2.0,56.0,20.0,124.0,0.9948,3.32,0.49,10.7,1
774,2973,7.9,0.345,0.51,15.3,47.0,54.0,171.0,0.9987,3.09,0.51,9.1,1
775,2975,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,1
776,2979,6.7,0.36,0.28,8.3,34.0,29.0,81.0,0.99151,2.96,0.39,12.5,1
777,2980,5.6,0.19,0.27,0.9,0.04,52.0,103.0,0.99026,3.5,0.39,11.2,1
778,2983,6.7,0.28,0.34,8.9,48.0,32.0,111.0,0.99455,3.25,0.54,11.0,1
779,2987,6.8,0.27,0.22,17.8,34.0,16.0,116.0,0.9989,3.07,0.53,9.2,1
780,2989,6.1,0.28,0.23,4.2,38.0,13.0,95.0,0.98898,2.97,0.7,13.1,1
781,3000,6.8,0.32,0.33,0.7,27.0,15.0,66.0,0.9899,3.11,0.31,11.8,1
782,3001,7.0,0.3,0.38,14.9,32.0,60.0,181.0,0.9983,3.18,0.61,9.3,1
783,3004,7.5,0.32,0.37,1.2,48.0,22.0,184.0,0.9938,3.09,0.43,9.3,1
784,3005,6.7,0.19,0.41,15.6,56.0,75.0,155.0,0.9995,3.2,0.44,8.8,1
785,3006,7.2,0.33,0.34,2.0,44.0,61.0,171.0,0.98947,3.25,0.53,13.3,1
786,3024,7.1,0.21,0.28,2.7,34.0,23.0,111.0,0.99405,3.35,0.64,10.2,1
787,3025,6.2,0.35,0.31,2.6,36.0,37.0,92.0,0.98938,3.27,0.53,12.8,1
788,3026,8.5,0.17,0.49,8.8,48.0,23.0,108.0,0.9947,2.88,0.34,10.5,1
789,3029,7.4,0.22,0.27,1.6,57.0,45.0,98.0,0.99299,3.29,0.44,9.9,1
790,3035,7.4,0.4,0.29,5.4,44.0,31.0,122.0,0.994,3.3,0.5,11.1,1
791,3038,6.6,0.22,0.53,15.1,52.0,22.0,136.0,0.9986,2.94,0.35,9.4,1
792,3041,7.7,0.16,0.41,1.7,48.0,60.0,173.0,0.9932,3.24,0.66,11.2,1
793,3043,7.5,0.38,0.29,12.7,0.05,25.0,209.0,0.9986,3.25,0.59,9.3,1
794,3046,7.8,0.21,0.39,1.8,34.0,62.0,180.0,0.991,3.09,0.75,12.6,1
795,3049,7.0,0.24,0.34,1.4,31.0,27.0,107.0,0.99,3.06,0.39,11.9,1
796,3050,7.1,0.18,0.26,1.3,41.0,20.0,71.0,0.9926,3.04,0.74,9.9,1
797,3051,8.1,0.2,0.28,0.9,23.0,49.0,87.0,0.99062,2.92,0.36,11.1,1
798,3065,6.6,0.15,0.34,1.0,37.0,45.0,79.0,0.98949,2.96,0.5,11.7,1
799,3070,5.9,0.24,0.3,2.0,33.0,28.0,92.0,0.99225,3.39,0.69,10.9,1
800,3079,7.3,0.18,0.29,1.2,44.0,12.0,143.0,0.9918,3.2,0.48,11.3,1
801,3080,6.8,0.21,0.55,14.6,53.0,34.0,159.0,0.99805,2.93,0.44,9.2,1
802,3082,7.1,0.31,0.25,11.2,48.0,32.0,136.0,0.99663,3.14,0.4,9.5,1
803,3083,7.2,0.37,0.15,2.0,29.0,27.0,87.0,0.9903,3.3,0.59,12.6,1
804,3089,7.6,0.19,0.38,10.6,0.06,48.0,174.0,0.9962,3.13,0.38,10.5,1
805,3105,5.4,0.59,0.07,7.0,45.0,36.0,147.0,0.9944,3.34,0.57,9.7,1
